,id,name,overview,first_air_date,popularity,vote_average,vote_count
102,30981,Monster,"Kenzou Tenma, a Japanese brain surgeon in Germany, finds his life in utter turmoil after getting involved with a psychopath that was once a former patient.",2004-04-07,11.0464,8.533,679
103,89901,Dickinson,"Emily Dickinson. Poet. Daughter. Total rebel. In this coming-of-age story, Emily’s determined to become the world’s greatest poet.",2019-11-01,11.3684,8.532,957
104,110070,Horimiya,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?",2021-01-10,11.9074,8.5,1052
105,114410,Chainsaw Man,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.",2022-10-12,19.8706,8.528,1882
106,83095,The Rising of the Shield Hero,"Iwatani Naofumi, a run-of-the-mill otaku, finds a book in the library that summons him to another world. He is tasked with joining the sword, spear, and bow as one of the Four Cardinal Heroes and fighting the Waves of Catastrophe as the Shield Hero. Excited by the prospect of a grand adventure, Naofumi sets off with his party. However, merely a few days later, he is betrayed and loses all his money, dignity, and respect. Unable to trust anyone anymore, he employs a slave named Raphtalia and takes on the Waves and the world. But will he really find a way to overturn this desperate situation?",2019-01-09,17.973,8.528,1467
107,79744,The Rookie,"Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force's oldest rookie, he’s met with skepticism from some higher-ups who see him as just a walking midlife crisis.",2018-10-16,164.3174,8.528,2684
108,60574,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013-09-12,54.8601,8.528,10554
109,28136,Rurouni Kenshin,"The Meiji Era was one of great renewal for Japan, where swords and killing were outlawed. However, many survivors from the time of Revolution still live, lurking in the shadows and waiting for a chance to use their killing blades again. Only Kenshin Himura, formerly one of the most brutal of killers, hopes to keep his swordsman's honor and still live in the new era.",1996-01-10,12.9205,8.5,775
110,93019,ORESUKI Are you the only one who loves me?,"Kisaragi Amatsuyu is invited out alone by the cool beauty upperclassman Cosmos and his childhood friend Himawari. Expecting to hear their confessions, he triumphantly goes to meet each of them in turn. But Cosmos and Himawari both instead confess to Amatsuyu that they like his friend. Amatsuyu fights this lonely battle, but there is another girl who is looking at him. She is a gloomy girl with glasses and braids. Amatsuyu finds that he hates her, because she's always turning her sharp tongue only on him and finding enjoyment in his troubles. But it turns out that she's the only one who actually does like him.",2019-10-03,4.506,8.527,277
111,90447,Hotel Del Luna,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",2019-07-12,5.0064,8.5,586
112,30991,Cowboy Bebop,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters, also referred to as ""Cowboys"", chase criminals and bring them in alive in return for a reward.",1998-04-03,10.6988,8.525,1781
113,117376,Vincenzo,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivalled conglomerate a taste of his own medicine—with a side of his own version of justice.",2021-02-20,11.8469,8.523,1019
114,9160,Candy Candy,"This story is about a girl, Candy, who is a orphan. She is a nice and optimistic girl and she has a warm heart. When she was a child, she lived in an orphanage called Pony's Home. She had a good friend called Ann. And she met the ""handsome boy on the hill"" who is a important person in her life, on the hill behind the orphanage.

She was adopted by the Loka's family. What's awaiting her are the bad-hearted Leo and his sister, Eliza. One day, in the rose garden, she met a boy, who is identical to the ""handsome boy on the hill"" who she had met in her childhood. The boy is called Antony. Thereafter, a fantastic story that she has never expected begins.",1976-10-15,10.1916,8.5,667
115,200709,Weak Hero,"With the aid of unexpected friends, a gifted but introverted student confronts bullies and violent foes — unaware of how dangerous his world will become.",2022-11-18,43.6344,8.5,297
116,94796,Crash Landing on You,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",2019-12-14,10.1293,8.519,836
117,73488,Les Contes de la rue Broca,,1996-12-23,1.4383,8.5,278
118,96462,It's Okay to Not Be Okay,"Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected – a woman who writes fairy tales but doesn’t believe in them.",2020-06-20,7.524,8.516,1411
119,68349,Weightlifting Fairy Kim Bok-joo,"A competitive swimmer crosses paths with his childhood friend, a rising weight lifting star, and realizes that she has a secret crush on his cousin.",2016-11-16,5.4467,8.5,911
120,333,Jewel in the Palace,Orphaned Jang-geum becomes the first female physician in the Joseon Dynasty and her determination is tested when people around her start showing their true faces.,2003-09-15,6.9917,8.5,262
121,83639,Girl from Nowhere,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",2018-10-27,7.6735,8.5,905
122,2192,Robotech,"Robotech is an 85-episode adaptation of three different anime television series made between 1982-1984 in Japan; the adaptation was aired in 1985. Within the combined and edited story, Robotechnology refers to the scientific advances discovered in an alien starship that crashed on a South Pacific island. With this technology, Earth developed giant robotic machines or mecha to fight three successive extraterrestrial invasions.",1985-03-04,2.6216,8.513,343
123,75006,The Umbrella Academy,"A dysfunctional family of superheroes comes together to solve the mystery of their father's death, the threat of the apocalypse and more.",2019-02-15,11.793,8.512,9734
124,19885,Sherlock,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,2010-07-25,20.987,8.511,5929
125,66433,Scarlet Heart: Ryeo,A story of a 25-year-old Go Hajin who is transported back in time to the Goryeo Dynasty. She then wakes up in the body of Lady Hae Soo and finds herself amongst the ruling princes of the Wang Family.,2016-08-29,6.8676,8.5,548
126,154521,The Kardashians,"The family you know and love is here with a brand new series, giving an all-access pass into their lives. Kris, Kourtney, Kim, Khloé, Kendall, and Kylie bring the cameras back to reveal the truth behind the headlines. From the intense pressures of running billion-dollar businesses to the hilarious joys of playtime and school drop-offs, this series brings viewers into the fold with a rivetingly honest story of love & life in the spotlight.",2022-04-14,7.004,8.5,2107
127,106600,BTS In the SOOP,"'In the SOOP BTS ver.' is a reality show, portraying BTS members' everyday life, relaxation, and everything in between, away from the city life. A time of freedom and healing in a place for BTS, and BTS only.",2020-08-19,1.7505,8.5,404
